review_priority,project_id,pin,construction_year,ward_pair,distance_to_boundary_ft,within_500ft,review_address,target_cards,target_card_numbers,target_classes,card_units_min,card_units_max,all_cards_single_unit,any_card_multifamily,final_units,final_building_sqft,land_sqft,site_units_exceed_one,building_type_rule,current_footprints,current_footprints_near_construction,current_footprint_area_sum,permit_addresses,permit_unit_values,current_parcels,current_noncondo_parcels,current_condo_pins,distinct_current_addresses,successor_addresses,current_noncondo_assessor_units,current_noncondo_assessor_building_sqft,successor_sqft_ratio,internal_evidence,adjudication_reason,adjudication_confidence,google_maps_url,google_search_query,review_status,google_visual_type,external_structure_class,multifamily_disposition,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
4,residential_multicard_17042240240000,17042240240000,2006,42_43,98.5159203566694,TRUE,1252 N STATE ST,1,2,207,1,1,TRUE,FALSE,1,401,2947,FALSE,single_family_buildings,2,0,1366.1095702898456,,,1,1,0,1,1252 N STATE ST,2,3764,9.386533665835412,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1252%20N%20STATE%20ST%20Chicago%20IL,"""1252 N STATE ST"" Chicago ""17042240240000""",complete,spurious_new_construction_card_existing_historic_building,no_completed_project,suppress,0,0,0,https://www.zillow.com/homedetails/1252-N-State-St-Chicago-IL-60610/3857854_zpid/,https://www.chicagocityscape.com/address.php?address=&city=Chicago&lat=&lng=&pin=17042240240000&state=IL,TRUE,TRUE,"The exact PIN is an 1872 Potter Palmer rowhouse of roughly 5,000 finished square feet. Chicago Cityscape reports no permits since 2006. The isolated 401-square-foot assessor card labeled 2006 cannot be a new residential building and must be suppressed from all new-construction samples.",2026-07-24
4,residential_multicard_17061070020000,17061070020000,2012,1_32,107.31479646892328,TRUE,1521 N HOYNE AVE,1,1,278,1,1,TRUE,FALSE,1,2142,10800,FALSE,single_family_buildings,2,0,2968.7499997700215,1521 N HOYNE AVE / 1515 N HOYNE AVE,,1,1,0,1,1521 N HOYNE AVE,2,6637,3.0985060690943045,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1521%20N%20HOYNE%20AVE%20Chicago%20IL,"""1521 N HOYNE AVE"" Chicago ""17061070020000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2142,https://www.redfin.com/IL/Chicago/1521-N-Hoyne-Ave-60622/home/14109030,https://www.apartments.com/1521-n-hoyne-ave-chicago-il-unit-ch/fjzl10t/,TRUE,TRUE,"Redfin's exact-PIN public record identifies one 2012 single-family house with 2,142 above-grade square feet, matching the retained card. A separate listing describes the property's coach-house component, but the parcel remains a single-family estate rather than a conventional multifamily building.",2026-07-24
4,residential_multicard_17061170390000,17061170390000,2013,1_32,96.14912712466662,TRUE,1320 N LEAVITT ST,1,1,278,1,1,TRUE,FALSE,1,3712,3125,FALSE,single_family_buildings,2,0,1750.7499998139683,1320 N LEAVITT ST,,1,1,0,1,1320 N LEAVITT ST,1,3712,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1320%20N%20LEAVITT%20ST%20Chicago%20IL,"""1320 N LEAVITT ST"" Chicago ""17061170390000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,3712,https://www.redfin.com/IL/Chicago/1320-N-Leavitt-St-60622/home/14108063,,TRUE,TRUE,"Redfin identifies one detached single-family house built in 2013 and its exact-PIN public facts report 3,712 square feet, matching the retained card.",2026-07-24
4,residential_multicard_17062040290000,17062040290000,2016,2_32,198.52684428901048,TRUE,1620 W PIERCE AVE,1,1,278,1,1,TRUE,FALSE,1,2227,2400,FALSE,single_family_buildings,1,0,992.1250000222352,1620 W PIERCE AVE,,1,1,0,1,1620 W PIERCE AVE,1,3177,1.4265828468792097,manual_external_review,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1620%20W%20PIERCE%20AVE%20Chicago%20IL,"""1620 W PIERCE AVE"" Chicago ""17062040290000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,,https://www.zillow.com/homedetails/1620-W-Pierce-Ave-Chicago-IL-60622/158772734_zpid/,,TRUE,TRUE,"Zillow and the completed permit identify one detached single-family house built in 2016. The listing's 4,716 finished square feet differs from the assessor card's 2,227 above-grade area; this is retained as a measurement-definition difference, not evidence of another building.",2026-07-24
4,residential_multicard_17063060140000,17063060140000,2022,1_2,439.4331471426389,TRUE,2131 W HADDON AVE,1,3,207,1,1,TRUE,FALSE,1,464,2904,FALSE,single_family_buildings,2,0,1439.4999999508727,2131 W HADDON AVE,,1,1,0,1,2131 W HADDON AVE,1,1741,3.752155172413793,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2131%20W%20HADDON%20AVE%20Chicago%20IL,"""2131 W HADDON AVE"" Chicago ""17063060140000""",complete,expired_unbuilt_single_family_permits,no_completed_project,suppress,0,0,0,https://www.countyoffice.org/w-haddon-ave-chicago-il-property-records/,https://www.buildzoom.com/contractor/patrick-m-plunkett,TRUE,TRUE,"The parcel remains an 1890 single-family house. The 464-square-foot 2022 card corresponds to the city's first proposed ADU coach house at this address, but the permit is expired and no completed rear unit appears in current property records. Suppress the card from all new-construction samples.",2026-07-24
4,residential_multicard_17064170120000,17064170120000,2013,1_32,454.43743896625256,TRUE,1015 N WOOD ST,1,1,208,1,1,TRUE,FALSE,1,3825,3184,FALSE,single_family_buildings,2,0,1814.3749999931315,1015 N WOOD ST,,1,1,0,1,1015 N WOOD ST,1,3825,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1015%20N%20WOOD%20ST%20Chicago%20IL,"""1015 N WOOD ST"" Chicago ""17064170120000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,,https://www.zillow.com/homedetails/1015-N-Wood-St-Chicago-IL-60622/80809392_zpid/,,TRUE,TRUE,"Zillow and the completed permit identify one single-family house built in 2016. The listing reports 5,000 finished square feet rather than the assessor card's 3,825 above-grade area, so the project type and one-unit count are externally verified.",2026-07-24
4,residential_multicard_17071110050000,17071110050000,2012,1_26,236.17928871172845,TRUE,2147 W HURON ST 1,1,1,278,1,1,TRUE,FALSE,1,2648,2952,FALSE,single_family_buildings,2,0,1455.4999999087304,2147 W HURON ST,,1,1,0,1,2147 W HURON ST 1,1,2648,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2147%20W%20HURON%20ST%201%20Chicago%20IL,"""2147 W HURON ST 1"" Chicago ""17071110050000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2648,https://www.redfin.com/IL/Chicago/2147-W-Huron-St-60612/unit-1/home/14104765,https://www.zillow.com/b/2147-w-huron-st-chicago-il-9Ry82m/,TRUE,TRUE,The exact dwelling is a fee-simple-style single-family house despite unit-style address labeling on aggregator pages. Redfin identifies one single-family house built in 2012; the completed permit and one-unit assessor card support exclusion from multifamily.,2026-07-24
4,residential_multicard_17071130170000,17071130170000,2011,1_26,237.5359505027821,TRUE,2332 W OHIO ST,1,1,278,1,1,TRUE,FALSE,1,2935,3660,FALSE,single_family_buildings,2,0,2243.8750000623986,2332 W OHIO ST,,1,1,0,1,2332 W OHIO ST,1,2935,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2332%20W%20OHIO%20ST%20Chicago%20IL,"""2332 W OHIO ST"" Chicago ""17071130170000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2935,https://www.redfin.com/IL/Chicago/2332-W-Ohio-St-60612/home/14104965,https://www.zillow.com/homedetails/2332-W-Ohio-St-Chicago-IL-60612/158776766_zpid/,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family house and its exact-PIN public facts report 2,935 square feet, matching the retained card. Zillow carries stale predecessor text but also reports the current single-family structure and year.",2026-07-24
4,residential_multicard_17081080120000,17081080120000,2009,1_27,346.5102441216298,TRUE,1507 W SUPERIOR ST 2,1,1,278,1,1,TRUE,FALSE,1,2022,3075,FALSE,single_family_buildings,0,0,,1507 W SUPERIOR ST,,1,1,0,1,1507 W SUPERIOR ST 2,1,2022,1,manual_external_review,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1507%20W%20SUPERIOR%20ST%202%20Chicago%20IL,"""1507 W SUPERIOR ST 2"" Chicago ""17081080120000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2022,https://ilfls.com/listing/1507-w-superior-st-chicago-il-60622-32347,https://www.zillow.com/homedetails/1509-W-Superior-St-Chicago-IL-60642/158779066_zpid/,TRUE,TRUE,"The exact city permit is complete and explicitly describes one two-story single-family residence. Current public search records list the exact address as one house and a separately labeled component at #2; the assessor retains one one-unit 2,022-square-foot card. Exclude from multifamily.",2026-07-24
4,residential_multicard_17081210270000,17081210270000,2009,26_27,121.80646234471082,TRUE,520 N ARMOUR ST,1,1,209,1,1,TRUE,FALSE,1,6434,8900,FALSE,single_family_buildings,2,0,5095.874999677762,516 N ARMOUR ST,,1,1,0,1,520 N ARMOUR ST,1,6434,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=520%20N%20ARMOUR%20ST%20Chicago%20IL,"""520 N ARMOUR ST"" Chicago ""17081210270000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,6434,https://www.redfin.com/IL/Chicago/520-N-Armour-St-60642/home/14103374,,TRUE,TRUE,"Redfin identifies one single-family house built in 2009 and reports 6,434 square feet on the exact PIN, matching the retained card.",2026-07-24
5,residential_multicard_13103220100000,13103220100000,2013,39_45,1074.5121839034275,FALSE,4931 N KENNETH AVE,1,2,202,1,1,TRUE,FALSE,1,641,3990,FALSE,single_family_buildings,2,0,1633.8750000598377,,,1,1,0,1,4931 N KENNETH AVE,2,1885,2.940717628705148,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4931%20N%20KENNETH%20AVE%20Chicago%20IL,"""4931 N KENNETH AVE"" Chicago ""13103220100000""",complete,spurious_small_card_existing_historic_single_family,no_completed_project,suppress,0,0,0,https://www.redfin.com/IL/Chicago/4931-N-Kenneth-Ave-60630/home/13495409,https://ilfls.com/listing/4931-n-kenneth-ave-chicago-il-60630-139458,TRUE,TRUE,"The exact PIN is a 1948 single-family house of roughly 1,244 square feet. The separate 641-square-foot card labeled 2013 is not a new principal dwelling and is suppressed from all new-construction samples.",2026-07-24
5,residential_multicard_13132330110000,13132330110000,2008,33_47,1110.740747924127,FALSE,4425 N CAMPBELL AVE 1,1,2,207,1,1,TRUE,FALSE,1,401,3750,FALSE,single_family_buildings,2,0,1814.624999997788,,,1,1,0,1,4425 N CAMPBELL AVE 1,2,3461,8.630922693266832,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4425%20N%20CAMPBELL%20AVE%201%20Chicago%20IL,"""4425 N CAMPBELL AVE 1"" Chicago ""13132330110000""",complete,spurious_small_card_existing_historic_multifamily,no_completed_project,suppress,0,0,0,https://www.loopnet.com/property/4425-n-campbell-ave-chicago-il-60625/17031-13132330110000/,,TRUE,TRUE,"The exact PIN is an older apartment property with 3,461 square feet. The isolated 401-square-foot card labeled 2008 is not a new principal residential building and is suppressed.",2026-07-24
5,residential_multicard_13134140190000,13134140190000,2015,33_47,1052.3654116718812,FALSE,2450 W BELLE PLAINE AVE,1,1,278,1,1,TRUE,FALSE,1,2916,4687,FALSE,single_family_buildings,3,0,2714.4999997860286,2450 W BELLE PLAINE AVE,,1,1,0,1,2450 W BELLE PLAINE AVE,1,2916,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2450%20W%20BELLE%20PLAINE%20AVE%20Chicago%20IL,"""2450 W BELLE PLAINE AVE"" Chicago ""13134140190000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2916,https://www.countyoffice.org/w-belle-plaine-ave-chicago-il-property-records/,,TRUE,TRUE,"The exact property record identifies one single-family house built in 2014 with 2,916 square feet. The completed permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
5,residential_multicard_13143070380000,13143070380000,2022,35_39,1170.0091683942892,FALSE,4304 N CENTRAL PARK AVE,1,2,207,1,1,TRUE,FALSE,1,745,3750,FALSE,single_family_buildings,2,0,1959.2499999985448,,,1,1,0,1,4304 N CENTRAL PARK AVE,3,3273,4.393288590604027,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4304%20N%20CENTRAL%20PARK%20AVE%20Chicago%20IL,"""4304 N CENTRAL PARK AVE"" Chicago ""13143070380000""",complete,spurious_small_card_existing_historic_multifamily,no_completed_project,suppress,0,0,0,https://www.redfin.com/IL/Chicago/4304-N-Central-Park-Ave-60618/home/13484048,https://www.countyoffice.org/n-central-park-ave-chicago-il-property-records/,TRUE,TRUE,"The exact property is an older multi-unit building of roughly 2,506 square feet. The 745-square-foot card labeled 2022 is not a new principal dwelling; the Redfin year and area repeat the bad card rather than the physical building.",2026-07-24
5,residential_multicard_13241060300000,13241060300000,2015,33_47,1103.5019372466847,FALSE,3918 N MOZART ST,1,1,278,1,1,TRUE,FALSE,1,2614,3125,FALSE,single_family_buildings,2,0,1905.1250000945872,3918 N MOZART ST,,1,1,0,1,3918 N MOZART ST,1,2614,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3918%20N%20MOZART%20ST%20Chicago%20IL,"""3918 N MOZART ST"" Chicago ""13241060300000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2614,https://www.redfin.com/IL/Chicago/3918-N-Mozart-St-60618/home/13453790,https://www.trulia.com/home/3918-n-mozart-st-chicago-il-60618-3667686,TRUE,TRUE,"Redfin identifies one new-construction single-family house and reports the exact PIN, one-unit use, and 2,614 assessor square feet. Trulia independently reports one unit.",2026-07-24
5,residential_multicard_13241220410000,13241220410000,2014,33_47,811.9191489381618,FALSE,3710 N MOZART ST,1,1,278,1,1,TRUE,FALSE,1,2586,3125,FALSE,single_family_buildings,2,0,1243.875000000931,,,1,1,0,1,3710 N MOZART ST,1,2586,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3710%20N%20MOZART%20ST%20Chicago%20IL,"""3710 N MOZART ST"" Chicago ""13241220410000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2586,https://www.redfin.com/IL/Chicago/3710-N-Mozart-St-60618/home/13453574,,TRUE,TRUE,The exact-PIN listing identifies one detached single-family house. Its one-unit use and assessor card support exclusion from multifamily.,2026-07-24
5,residential_multicard_13262180680000,13262180680000,2018,33_35,1085.42098354119,FALSE,2860 N WOODARD ST 2,1,1,278,1,1,TRUE,FALSE,1,2310,2975,FALSE,single_family_buildings,2,0,1868.5000000186265,2860 N WOODARD ST,,1,1,0,1,2860 N WOODARD ST 2,1,2310,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2860%20N%20WOODARD%20ST%202%20Chicago%20IL,"""2860 N WOODARD ST 2"" Chicago ""13262180680000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2310,https://www.redfin.com/IL/Chicago/2860-N-Woodard-St-60618/home/28449876,https://www.redfin.com/IL/Chicago/2860-N-Woodard-St-60618/unit-2/home/13447839,TRUE,TRUE,The exact-PIN listing describes one fee-simple new-construction single-family house. The unit-style address is not evidence of a multifamily building.,2026-07-24
5,residential_multicard_13282120230000,13282120230000,2010,30_31,569.024759491768,FALSE,5148 W WELLINGTON AVE 1,1,2,203,1,1,TRUE,FALSE,1,1249,3875,FALSE,single_family_buildings,2,0,2210.625000043772,,,1,1,0,1,5148 W WELLINGTON AVE 1,1,1154,0.9239391513210569,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=5148%20W%20WELLINGTON%20AVE%201%20Chicago%20IL,"""5148 W WELLINGTON AVE 1"" Chicago ""13282120230000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,2403,https://www.zillow.com/homedetails/5148-W-Wellington-Ave-1-Chicago-IL-60641/3673258_zpid/,https://www.countyoffice.org/property-record-5148-w-wellington-ave-1-chicago-il-60641-3e3/,TRUE,TRUE,"The parcel contains two houses, consistent with the two one-unit assessor cards and two mapped footprints. The 2010 card is the later one-unit house; retain one new-construction project but exclude the site from multifamily.",2026-07-24
5,residential_multicard_13354120460000,13354120460000,2014,26_35,1178.0999882527128,FALSE,1724 N DRAKE AVE,1,1,207,1,1,TRUE,FALSE,1,2000,4425,FALSE,single_family_buildings,3,0,2703.7499999749125,1724 N DRAKE AVE,,1,1,0,1,1724 N DRAKE AVE,1,2000,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1724%20N%20DRAKE%20AVE%20Chicago%20IL,"""1724 N DRAKE AVE"" Chicago ""13354120460000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2000,https://www.trulia.com/home/1724-n-drake-ave-chicago-il-60647-2099802453,https://www.buildzoom.com/contractor/express-quality-builders,TRUE,TRUE,"The exact city permit was completed in 2014 for one two-story single-family residence. Current assessor data report one unit and 2,000 square feet; the older multifamily description on one aggregator belongs to the predecessor building.",2026-07-24
5,residential_multicard_13364180150000,13364180150000,2015,1_26,909.9354471729414,FALSE,1721 N FAIRFIELD AVE,1,3,207,1,1,TRUE,FALSE,1,1465,3125,FALSE,single_family_buildings,2,0,1397.3749999206048,,,1,1,0,1,1721 N FAIRFIELD AVE,2,2283,1.5583617747440273,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1721%20N%20FAIRFIELD%20AVE%20Chicago%20IL,"""1721 N FAIRFIELD AVE"" Chicago ""13364180150000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,1465,https://www.redfin.com/IL/Chicago/1721-N-Fairfield-Ave-60647/home/13414748,,TRUE,TRUE,"Redfin identifies the 2015 project as a rebuilt single-family home with a surviving coach-house component. The target card is one new single-family dwelling, not a conventional multifamily building.",2026-07-24
5,residential_multicard_14074070260000,14074070260000,2006,40_47,526.8315529068528,FALSE,5033 N RAVENSWOOD AVE A/B,2,1/2,295,1,1,TRUE,FALSE,1,1775,4350,FALSE,single_family_buildings,10,5,11920.833490449935,1806 W WINNEMAC AVE / 5044 N RAVENSWOOD AVE,,5,5,0,5,1806 W WINNEMAC AVE A/B | 5033 N RAVENSWOOD AVE A/B | 5038 N RAVENSWOOD AVE A/B | 5040 N RAVENSWOOD AVE | 5044 N RAVENSWOOD AVE A/B,9,17354,9.776901408450705,multiple_successor_parcels,retain_manual_override,high,https://www.google.com/maps/search/?api=1&query=5033%20N%20RAVENSWOOD%20AVE%20A%2FB%20Chicago%20IL,"""5033 N RAVENSWOOD AVE A/B"" Chicago ""14074070260000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,1775,https://www.zillow.com/homedetails/5038-N-Ravenswood-Ave-Chicago-IL-60640/463182954_zpid/,https://www.zillow.com/homedetails/5044-N-Ravenswood-Ave-A-B-Chicago-IL-60640/89966715_zpid/,TRUE,TRUE,"The city permits describe separate single-family residences in this A/B development. For this target PIN, the two assessor cards are components of one single-family property and must not be summed into a multifamily observation.",2026-07-24
5,residential_multicard_14074070270000,14074070270000,2006,40_47,502.7381266201231,FALSE,5038 N RAVENSWOOD AVE A/B,2,1/2,295,1,1,TRUE,FALSE,1,1775,4354,FALSE,single_family_buildings,10,5,11920.833490449935,1806 W WINNEMAC AVE / 5044 N RAVENSWOOD AVE,,5,5,0,5,1806 W WINNEMAC AVE A/B | 5033 N RAVENSWOOD AVE A/B | 5038 N RAVENSWOOD AVE A/B | 5040 N RAVENSWOOD AVE | 5044 N RAVENSWOOD AVE A/B,9,17354,9.776901408450705,multiple_successor_parcels,retain_manual_override,high,https://www.google.com/maps/search/?api=1&query=5038%20N%20RAVENSWOOD%20AVE%20A%2FB%20Chicago%20IL,"""5038 N RAVENSWOOD AVE A/B"" Chicago ""14074070270000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,1775,https://www.zillow.com/homedetails/5038-N-Ravenswood-Ave-Chicago-IL-60640/463182954_zpid/,https://www.zillow.com/homedetails/5044-N-Ravenswood-Ave-A-B-Chicago-IL-60640/89966715_zpid/,TRUE,TRUE,"The city permits describe separate single-family residences in this A/B development. For this target PIN, the two assessor cards are components of one single-family property and must not be summed into a multifamily observation.",2026-07-24
5,residential_multicard_14173020100000,14173020100000,2008,46_47,533.7181496319839,FALSE,4301 N GREENVIEW AVE,1,1,208,1,1,TRUE,FALSE,1,3914,4980,FALSE,single_family_buildings,2,0,2544.374999885331,,,1,1,0,1,4301 N GREENVIEW AVE,1,3914,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4301%20N%20GREENVIEW%20AVE%20Chicago%20IL,"""4301 N GREENVIEW AVE"" Chicago ""14173020100000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,3914,https://www.zillow.com/homedetails/4301-N-Greenview-Ave-Chicago-IL-60613/158546794_zpid/,https://www.countyoffice.org/property-record-4301-n-greenview-ave-chicago-il-60613-ab2/,TRUE,TRUE,The exact property records identify one detached single-family house. The one-unit assessor card is retained and the project is excluded from multifamily.,2026-07-24
5,residential_multicard_14181060480000,14181060480000,2022,40_47,1092.6755485146457,FALSE,2218 W LELAND AVE,1,2,207,1,1,TRUE,FALSE,1,754,3690,FALSE,single_family_buildings,2,0,1842.2500000677535,,,1,1,0,1,2218 W LELAND AVE,2,2918,3.870026525198939,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2218%20W%20LELAND%20AVE%20Chicago%20IL,"""2218 W LELAND AVE"" Chicago ""14181060480000""",complete,spurious_small_card_existing_historic_multifamily,no_completed_project,suppress,0,0,0,https://www.crexi.com/property-records/14181060480000-CHICAGO-IL-60625-2006/a31259274866857335821de8fe1be4890a43ecaa,https://www.crexi.com/properties/2043568/illinois-2218-w-leland-avenue,TRUE,TRUE,"The exact PIN is an existing 1910 two-unit greystone with roughly 2,918 square feet. The 754-square-foot card labeled 2022 is not a new principal building and is suppressed.",2026-07-24
5,residential_multicard_14193210260000,14193210260000,2022,32_47,1283.097682492304,FALSE,3301 N HAMILTON AVE 2ND,1,1,278,1,1,TRUE,FALSE,1,2725,2976,FALSE,single_family_buildings,2,0,2689.500000095461,3301 N HAMILTON AVE,,1,1,0,1,3301 N HAMILTON AVE 2ND,1,2725,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3301%20N%20HAMILTON%20AVE%202ND%20Chicago%20IL,"""3301 N HAMILTON AVE 2ND"" Chicago ""14193210260000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2725,https://www.redfin.com/IL/Chicago/3301-N-Hamilton-Ave-60618/home/13386037,,TRUE,TRUE,"Redfin reports the exact PIN as one detached single-family house built in 2022 with 2,725 assessor square feet, matching the retained card.",2026-07-24
5,residential_multicard_14193220270000,14193220270000,2011,32_47,1258.5051099671114,FALSE,3303 N HOYNE AVE,1,1,278,1,1,TRUE,FALSE,1,2905,3100,FALSE,single_family_buildings,2,0,2005.7499999059364,3303 N HOYNE AVE,,1,1,0,1,3303 N HOYNE AVE,1,2905,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3303%20N%20HOYNE%20AVE%20Chicago%20IL,"""3303 N HOYNE AVE"" Chicago ""14193220270000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2905,https://www.redfin.com/IL/Chicago/3303-N-Hoyne-Ave-60618/home/13385605,,TRUE,TRUE,"Redfin reports one fee-simple single-family house and the exact PIN, year, and 2,905 assessor square feet, matching the retained card.",2026-07-24
5,residential_multicard_14193250380000,14193250380000,2006,1_32,611.8311141468762,FALSE,3252 N LEAVITT ST REAR,1,1,278,1,1,TRUE,FALSE,1,2904,2880,FALSE,single_family_buildings,2,2,1841.4099998487509,,,1,1,0,1,3252 N LEAVITT ST REAR,1,2904,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3252%20N%20LEAVITT%20ST%20REAR%20Chicago%20IL,"""3252 N LEAVITT ST REAR"" Chicago ""14193250380000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2904,https://www.redfin.com/IL/Chicago/3252-N-Leavitt-St-60618/home/13386738,,TRUE,TRUE,"Redfin identifies one single-family house built in 2006 and reports the exact PIN and 2,904 assessor square feet. The REAR suffix does not denote a second dwelling.",2026-07-24
5,residential_multicard_14194190270000,14194190270000,2006,32_47,1231.399389628802,FALSE,1944 W SCHOOL ST,1,1,208,1,1,TRUE,FALSE,1,4456,4687,FALSE,single_family_buildings,2,1,2873.384438123496,1944 W SCHOOL ST,,1,1,0,1,1944 W SCHOOL ST,1,4456,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1944%20W%20SCHOOL%20ST%20Chicago%20IL,"""1944 W SCHOOL ST"" Chicago ""14194190270000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,4456,https://www.countyoffice.org/w-school-st-chicago-il-property-records/,,TRUE,TRUE,"The exact property record reports one 4,456-square-foot single-family house. The completed new-construction permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
5,residential_multicard_14194200130000,14194200130000,2014,32_47,757.7710229822313,FALSE,1819 W ROSCOE ST,1,1,278,1,1,TRUE,FALSE,1,2660,3125,FALSE,single_family_buildings,2,0,1705.0000002238085,1819 W ROSCOE ST,,1,1,0,1,1819 W ROSCOE ST,1,2660,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1819%20W%20ROSCOE%20ST%20Chicago%20IL,"""1819 W ROSCOE ST"" Chicago ""14194200130000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,2660,https://www.redfin.com/IL/Chicago/1819-W-Roscoe-St-60657/home/13384359,,TRUE,TRUE,"The exact-PIN listing identifies one detached single-family residence, consistent with the completed permit and one-unit assessor card.",2026-07-24
5,residential_multicard_14194210260000,14194210260000,2008,32_47,1231.6973568240055,FALSE,1830 W SCHOOL ST,1,1,278,1,1,TRUE,FALSE,1,3459,4500,FALSE,single_family_buildings,2,2,2724.7102271320764,1830 W SCHOOL ST,,1,1,0,1,1830 W SCHOOL ST,1,3459,1,multiple_building_footprints,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1830%20W%20SCHOOL%20ST%20Chicago%20IL,"""1830 W SCHOOL ST"" Chicago ""14194210260000""",complete,single_detached_single_family_house,detached_single_family_collection,exclude,1,1,3459,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/w-school-st,,TRUE,TRUE,"The city permit is complete and explicitly describes one new single-family residence. The one-unit 3,459-square-foot assessor card is retained; no evidence indicates a multifamily building.",2026-07-24
