project_id,review_status,google_visual_type,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
residential_multicard_14194010010000,complete,single_detached_single_family_house,1,1,,https://www.redfin.com/IL/Chicago/3525-N-Damen-Ave-60618/home/13386803,,TRUE,TRUE,"The completed permit and Redfin identify one single-family house. The listing reports approximately 5,200 square feet rather than the assessor card's 5,119 square feet; this is a minor measurement-definition difference, not evidence of multiple buildings.",2026-07-24
residential_multicard_14194270220000,complete,expired_unbuilt_single_family_permits,0,0,0,https://www.redfin.com/IL/Chicago/1915-W-School-St-60657/home/13385519,,TRUE,TRUE,"The parcel contains an 1892 three-flat. The only purported 2020 new-construction component is a 315-square-foot coach-house card tied to an expired permit, and current public records continue to describe the historic building. Suppress the card from all new-construction samples.",2026-07-24
residential_multicard_14194270270000,complete,single_detached_single_family_house,1,1,3335,https://www.redfin.com/IL/Chicago/1932-W-Melrose-St-60657/home/13384432,,TRUE,TRUE,"Redfin identifies a fee-simple detached single-family house and the exact-PIN public facts report 3,335 square feet, matching the retained card.",2026-07-24
residential_multicard_14201060290000,complete,single_detached_single_family_house,1,1,,https://www.zillow.com/homedetails/3828-N-Janssen-Ave-Chicago-IL-60613/3710913_zpid/,,TRUE,TRUE,"Zillow identifies one single-family residence built in 2008. Its 7,800-square-foot finished-area figure differs from the assessor card's 4,845 above-grade area, so the building and unit count are verified but the external area is not substituted.",2026-07-24
residential_multicard_14201080270000,complete,single_detached_single_family_house,1,1,4838,https://www.realtor.com/realestateandhomes-detail/3830-N-Wayne-Ave_Chicago_IL_60613_M86937-82305,,TRUE,TRUE,"Realtor identifies one single-family house built in 2006 and reports 4,838 square feet, exactly matching the retained card.",2026-07-24
residential_multicard_14203250050000,complete,single_detached_single_family_house,1,1,3027,https://www.redfin.com/IL/Chicago/1447-W-School-St-60657/home/13382196,https://www.trulia.com/home/1447-w-school-st-chicago-il-60657-89925726,TRUE,TRUE,"Redfin and Trulia identify one detached single-family house built in 2007-2008 and report 3,027 square feet, matching the retained card.",2026-07-24
residential_multicard_14203250300000,complete,single_detached_single_family_house,1,1,4233,https://www.redfin.com/IL/Chicago/1430-W-Melrose-St-60657/home/13381901,,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family house and the exact-PIN public facts report 4,233 square feet, matching the retained card.",2026-07-24
residential_multicard_14291150160000,complete,single_detached_single_family_house,1,1,,https://www.countyoffice.org/property-record-1217-w-nelson-st-chicago-il-60657-23e/,,TRUE,TRUE,"The address-level property record identifies one single-family house built in 2008. The 'REAR' assessor-address suffix does not establish a separate multifamily building; the retained target is one dwelling.",2026-07-24
residential_multicard_14291150380000,complete,single_detached_single_family_house,1,1,,https://www.realtor.com/realestateandhomes-detail/1216-W-Wellington-Ave_Chicago_IL_60657_M89314-27221,https://www.zillow.com/homedetails/1216-W-Wellington-Ave-Chicago-IL-60657/3727461_zpid/,TRUE,TRUE,"Realtor and Zillow identify one detached single-family new-construction house built in 2021. Their 4,800-square-foot finished-area figure exceeds the assessor card's 2,895 above-grade area, so the external evidence validates the project and unit count but not a replacement density measure.",2026-07-24
residential_multicard_14291190130000,complete,single_detached_single_family_house,1,1,3370,https://www.zillow.com/homedetails/1225-W-Wellington-Ave-Chicago-IL-60657/87714711_zpid/,https://www.countyoffice.org/w-wellington-ave-chicago-il-property-records/,TRUE,TRUE,"Zillow and the address-level property record identify one single-family house built in 2013. The public record reports 3,370 square feet, matching the retained card.",2026-07-24
residential_multicard_14292240240000,complete,single_detached_single_family_house,1,1,2900,https://www.compass.com/homedetails/1024-W-Wolfram-St-Chicago-IL-60657/594068214391442281_lid/,,TRUE,TRUE,"Compass identifies one fee-simple detached single-family house and its public record reports 2,900 above-grade square feet, matching the retained card.",2026-07-24
residential_multicard_14293050620000,complete,single_detached_single_family_house,1,1,,https://www.redfin.com/IL/Chicago/2742-N-Magnolia-Ave-60614/home/113022186,https://www.realtor.com/realestateandhomes-detail/2744-N-Magnolia-Ave_Chicago_IL_60614_M70863-06520,TRUE,TRUE,"The listing and permit history identify one completed single-family new-construction house at 2744 N Magnolia. The external pages do not reproduce the assessor card's 2,647-square-foot above-grade measure, so only the project type and one-unit count are independently supported.",2026-07-24
residential_multicard_14293100080000,complete,single_detached_single_family_house,1,1,2816,https://www.redfin.com/IL/Chicago/2641-N-Magnolia-Ave-60614/home/13362609,,TRUE,TRUE,"The public listing still displays the demolished predecessor, but the city permit is complete and the current exact-PIN assessor record independently reports one 2022 single-family house with 2,816 square feet. The historical web page is retained to document why current listing aggregators alone are insufficient.",2026-07-24
residential_multicard_14302070180000,complete,single_detached_single_family_house,1,1,2730,https://www.homes.com/property/1715-w-fletcher-st-chicago-il/pchxes7legxe8/,,TRUE,TRUE,"Homes.com identifies one house and reports 2,730 square feet, matching the retained one-unit assessor card. The completed new-construction permit independently confirms the construction episode.",2026-07-24
residential_multicard_14314280210000,complete,single_detached_single_family_house,1,1,2628,https://www.redfin.com/IL/Chicago/1627-N-Wood-St-60622/home/13354838,,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family new-construction house and its exact-PIN public facts report 2,628 square feet, matching the retained card.",2026-07-24
residential_multicard_14314290110000,complete,single_detached_single_family_house,1,1,,https://www.redfin.com/IL/Chicago/1621-N-Hermitage-Ave-60622/home/198045789,https://ilfls.com/listing/17040-cheyenne-ct-lockport-il-60441-882122,TRUE,TRUE,"Redfin and the property record identify one detached single-family house rebuilt in 2006-2008 on the exact PIN. The listing reports finished area rather than the assessor card's 3,082-square-foot above-grade measure, so the external evidence validates the project type and unit count.",2026-07-24
residential_multicard_14322210190000,complete,single_detached_single_family_house,1,1,,https://www.zillow.com/homedetails/2040-N-Clifton-Ave-Chicago-IL-60614/158607111_zpid/,,TRUE,TRUE,"Zillow identifies one single-family house built in 2018. Its 5,500-square-foot finished-area figure differs from the assessor card's 4,000 above-grade area, while the completed permit confirms the construction episode.",2026-07-24
residential_multicard_14322230300000,complete,single_detached_single_family_house,1,1,5838,https://www.redfin.com/IL/Chicago/2018-N-Kenmore-Ave-60614/home/13351464,https://www.zillow.com/homedetails/2018-N-Kenmore-Ave-Chicago-IL-60614/158607276_zpid/,TRUE,TRUE,"Redfin and Zillow identify one double-lot single-family house built in 2014. Redfin separately reports the assessor's 5,838-square-foot above-grade area, matching the retained card, while the 8,900-square-foot listing figure includes finished lower-level space.",2026-07-24
residential_multicard_14324120510000,complete,single_detached_single_family_house,1,1,3382,https://www.redfin.com/IL/Chicago/1828-N-Fremont-St-60614/home/13350970,,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family new-construction house and the exact-PIN public facts report 3,382 square feet, matching the retained card. The 5,100-square-foot listing figure includes additional finished space.",2026-07-24
residential_multicard_14333170310000,complete,single_detached_single_family_house,1,1,4665,https://www.redfin.com/IL/Chicago/1718-N-Mohawk-St-60614/home/13346405,https://www.zillow.com/homedetails/1718-N-Mohawk-St-Chicago-IL-60614/306329249_zpid/,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family house and its exact-PIN public facts report 4,665 square feet, matching the retained card.",2026-07-24
residential_multicard_17042020610000,complete,single_detached_single_family_house,1,1,4671,https://www.redfin.com/IL/Chicago/1442-N-Wieland-St-60610/home/183852444,https://www.trulia.com/home/1442-n-wieland-st-3-chicago-il-60610-80836560,TRUE,TRUE,"The MLS and public pages identify one custom fee-simple single-family house. The 'Unit 3' suffix is a record artifact within the same physical house; Trulia reports 7,400 finished square feet while the assessor card records 4,671 above-grade square feet.",2026-07-24
residential_multicard_17042240240000,complete,spurious_new_construction_card_existing_historic_building,0,0,0,https://www.zillow.com/homedetails/1252-N-State-St-Chicago-IL-60610/3857854_zpid/,https://www.chicagocityscape.com/address.php?address=&city=Chicago&lat=&lng=&pin=17042240240000&state=IL,TRUE,TRUE,"The exact PIN is an 1872 Potter Palmer rowhouse of roughly 5,000 finished square feet. Chicago Cityscape reports no permits since 2006. The isolated 401-square-foot assessor card labeled 2006 cannot be a new residential building and must be suppressed from all new-construction samples.",2026-07-24
residential_multicard_17061070020000,complete,single_detached_single_family_house,1,1,2142,https://www.redfin.com/IL/Chicago/1521-N-Hoyne-Ave-60622/home/14109030,https://www.apartments.com/1521-n-hoyne-ave-chicago-il-unit-ch/fjzl10t/,TRUE,TRUE,"Redfin's exact-PIN public record identifies one 2012 single-family house with 2,142 above-grade square feet, matching the retained card. A separate listing describes the property's coach-house component, but the parcel remains a single-family estate rather than a conventional multifamily building.",2026-07-24
residential_multicard_17061170390000,complete,single_detached_single_family_house,1,1,3712,https://www.redfin.com/IL/Chicago/1320-N-Leavitt-St-60622/home/14108063,,TRUE,TRUE,"Redfin identifies one detached single-family house built in 2013 and its exact-PIN public facts report 3,712 square feet, matching the retained card.",2026-07-24
residential_multicard_17062040290000,complete,single_detached_single_family_house,1,1,,https://www.zillow.com/homedetails/1620-W-Pierce-Ave-Chicago-IL-60622/158772734_zpid/,,TRUE,TRUE,"Zillow and the completed permit identify one detached single-family house built in 2016. The listing's 4,716 finished square feet differs from the assessor card's 2,227 above-grade area; this is retained as a measurement-definition difference, not evidence of another building.",2026-07-24
residential_multicard_17063060140000,complete,expired_unbuilt_single_family_permits,0,0,0,https://www.countyoffice.org/w-haddon-ave-chicago-il-property-records/,https://www.buildzoom.com/contractor/patrick-m-plunkett,TRUE,TRUE,"The parcel remains an 1890 single-family house. The 464-square-foot 2022 card corresponds to the city's first proposed ADU coach house at this address, but the permit is expired and no completed rear unit appears in current property records. Suppress the card from all new-construction samples.",2026-07-24
residential_multicard_17064170120000,complete,single_detached_single_family_house,1,1,,https://www.zillow.com/homedetails/1015-N-Wood-St-Chicago-IL-60622/80809392_zpid/,,TRUE,TRUE,"Zillow and the completed permit identify one single-family house built in 2016. The listing reports 5,000 finished square feet rather than the assessor card's 3,825 above-grade area, so the project type and one-unit count are externally verified.",2026-07-24
residential_multicard_17071110050000,complete,single_detached_single_family_house,1,1,2648,https://www.redfin.com/IL/Chicago/2147-W-Huron-St-60612/unit-1/home/14104765,https://www.zillow.com/b/2147-w-huron-st-chicago-il-9Ry82m/,TRUE,TRUE,"The exact dwelling is a fee-simple-style single-family house despite unit-style address labeling on aggregator pages. Redfin identifies one single-family house built in 2012; the completed permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_17071130170000,complete,single_detached_single_family_house,1,1,2935,https://www.redfin.com/IL/Chicago/2332-W-Ohio-St-60612/home/14104965,https://www.zillow.com/homedetails/2332-W-Ohio-St-Chicago-IL-60612/158776766_zpid/,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family house and its exact-PIN public facts report 2,935 square feet, matching the retained card. Zillow carries stale predecessor text but also reports the current single-family structure and year.",2026-07-24
residential_multicard_17081080120000,complete,single_detached_single_family_house,1,1,2022,https://ilfls.com/listing/1507-w-superior-st-chicago-il-60622-32347,https://www.zillow.com/homedetails/1509-W-Superior-St-Chicago-IL-60642/158779066_zpid/,TRUE,TRUE,"The exact city permit is complete and explicitly describes one two-story single-family residence. Current public search records list the exact address as one house and a separately labeled component at #2; the assessor retains one one-unit 2,022-square-foot card. Exclude from multifamily.",2026-07-24
residential_multicard_17081210270000,complete,single_detached_single_family_house,1,1,6434,https://www.redfin.com/IL/Chicago/520-N-Armour-St-60642/home/14103374,,TRUE,TRUE,"Redfin identifies one single-family house built in 2009 and reports 6,434 square feet on the exact PIN, matching the retained card.",2026-07-24
residential_multicard_13103220100000,complete,spurious_small_card_existing_historic_single_family,0,0,0,https://www.redfin.com/IL/Chicago/4931-N-Kenneth-Ave-60630/home/13495409,https://ilfls.com/listing/4931-n-kenneth-ave-chicago-il-60630-139458,TRUE,TRUE,"The exact PIN is a 1948 single-family house of roughly 1,244 square feet. The separate 641-square-foot card labeled 2013 is not a new principal dwelling and is suppressed from all new-construction samples.",2026-07-24
residential_multicard_13132330110000,complete,spurious_small_card_existing_historic_multifamily,0,0,0,https://www.loopnet.com/property/4425-n-campbell-ave-chicago-il-60625/17031-13132330110000/,,TRUE,TRUE,"The exact PIN is an older apartment property with 3,461 square feet. The isolated 401-square-foot card labeled 2008 is not a new principal residential building and is suppressed.",2026-07-24
residential_multicard_13134140190000,complete,single_detached_single_family_house,1,1,2916,https://www.countyoffice.org/w-belle-plaine-ave-chicago-il-property-records/,,TRUE,TRUE,"The exact property record identifies one single-family house built in 2014 with 2,916 square feet. The completed permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_13143070380000,complete,spurious_small_card_existing_historic_multifamily,0,0,0,https://www.redfin.com/IL/Chicago/4304-N-Central-Park-Ave-60618/home/13484048,https://www.countyoffice.org/n-central-park-ave-chicago-il-property-records/,TRUE,TRUE,"The exact property is an older multi-unit building of roughly 2,506 square feet. The 745-square-foot card labeled 2022 is not a new principal dwelling; the Redfin year and area repeat the bad card rather than the physical building.",2026-07-24
residential_multicard_13241060300000,complete,single_detached_single_family_house,1,1,2614,https://www.redfin.com/IL/Chicago/3918-N-Mozart-St-60618/home/13453790,https://www.trulia.com/home/3918-n-mozart-st-chicago-il-60618-3667686,TRUE,TRUE,"Redfin identifies one new-construction single-family house and reports the exact PIN, one-unit use, and 2,614 assessor square feet. Trulia independently reports one unit.",2026-07-24
residential_multicard_13241220410000,complete,single_detached_single_family_house,1,1,2586,https://www.redfin.com/IL/Chicago/3710-N-Mozart-St-60618/home/13453574,,TRUE,TRUE,"The exact-PIN listing identifies one detached single-family house. Its one-unit use and assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_13262180680000,complete,single_detached_single_family_house,1,1,2310,https://www.redfin.com/IL/Chicago/2860-N-Woodard-St-60618/home/28449876,https://www.redfin.com/IL/Chicago/2860-N-Woodard-St-60618/unit-2/home/13447839,TRUE,TRUE,"The exact-PIN listing describes one fee-simple new-construction single-family house. The unit-style address is not evidence of a multifamily building.",2026-07-24
residential_multicard_13282120230000,complete,two_detached_single_family_houses,2,2,2403,https://www.zillow.com/homedetails/5148-W-Wellington-Ave-1-Chicago-IL-60641/3673258_zpid/,https://www.countyoffice.org/property-record-5148-w-wellington-ave-1-chicago-il-60641-3e3/,TRUE,TRUE,"The parcel contains two houses, consistent with the two one-unit assessor cards and two mapped footprints. The 2010 card is the later one-unit house; retain one new-construction project but exclude the site from multifamily.",2026-07-24
residential_multicard_13354120460000,complete,single_detached_single_family_house,1,1,2000,https://www.trulia.com/home/1724-n-drake-ave-chicago-il-60647-2099802453,https://www.buildzoom.com/contractor/express-quality-builders,TRUE,TRUE,"The exact city permit was completed in 2014 for one two-story single-family residence. Current assessor data report one unit and 2,000 square feet; the older multifamily description on one aggregator belongs to the predecessor building.",2026-07-24
residential_multicard_13364180150000,complete,single_detached_single_family_house,1,1,1465,https://www.redfin.com/IL/Chicago/1721-N-Fairfield-Ave-60647/home/13414748,,TRUE,TRUE,"Redfin identifies the 2015 project as a rebuilt single-family home with a surviving coach-house component. The target card is one new single-family dwelling, not a conventional multifamily building.",2026-07-24
residential_multicard_14074070260000,complete,single_detached_single_family_house,1,1,1775,https://www.zillow.com/homedetails/5038-N-Ravenswood-Ave-Chicago-IL-60640/463182954_zpid/,https://www.zillow.com/homedetails/5044-N-Ravenswood-Ave-A-B-Chicago-IL-60640/89966715_zpid/,TRUE,TRUE,"The city permits describe separate single-family residences in this A/B development. For this target PIN, the two assessor cards are components of one single-family property and must not be summed into a multifamily observation.",2026-07-24
residential_multicard_14074070270000,complete,single_detached_single_family_house,1,1,1775,https://www.zillow.com/homedetails/5038-N-Ravenswood-Ave-Chicago-IL-60640/463182954_zpid/,https://www.zillow.com/homedetails/5044-N-Ravenswood-Ave-A-B-Chicago-IL-60640/89966715_zpid/,TRUE,TRUE,"The city permits describe separate single-family residences in this A/B development. For this target PIN, the two assessor cards are components of one single-family property and must not be summed into a multifamily observation.",2026-07-24
residential_multicard_14173020100000,complete,single_detached_single_family_house,1,1,3914,https://www.zillow.com/homedetails/4301-N-Greenview-Ave-Chicago-IL-60613/158546794_zpid/,https://www.countyoffice.org/property-record-4301-n-greenview-ave-chicago-il-60613-ab2/,TRUE,TRUE,"The exact property records identify one detached single-family house. The one-unit assessor card is retained and the project is excluded from multifamily.",2026-07-24
residential_multicard_14181060480000,complete,spurious_small_card_existing_historic_multifamily,0,0,0,https://www.crexi.com/property-records/14181060480000-CHICAGO-IL-60625-2006/a31259274866857335821de8fe1be4890a43ecaa,https://www.crexi.com/properties/2043568/illinois-2218-w-leland-avenue,TRUE,TRUE,"The exact PIN is an existing 1910 two-unit greystone with roughly 2,918 square feet. The 754-square-foot card labeled 2022 is not a new principal building and is suppressed.",2026-07-24
residential_multicard_14193210260000,complete,single_detached_single_family_house,1,1,2725,https://www.redfin.com/IL/Chicago/3301-N-Hamilton-Ave-60618/home/13386037,,TRUE,TRUE,"Redfin reports the exact PIN as one detached single-family house built in 2022 with 2,725 assessor square feet, matching the retained card.",2026-07-24
residential_multicard_14193220270000,complete,single_detached_single_family_house,1,1,2905,https://www.redfin.com/IL/Chicago/3303-N-Hoyne-Ave-60618/home/13385605,,TRUE,TRUE,"Redfin reports one fee-simple single-family house and the exact PIN, year, and 2,905 assessor square feet, matching the retained card.",2026-07-24
residential_multicard_14193250380000,complete,single_detached_single_family_house,1,1,2904,https://www.redfin.com/IL/Chicago/3252-N-Leavitt-St-60618/home/13386738,,TRUE,TRUE,"Redfin identifies one single-family house built in 2006 and reports the exact PIN and 2,904 assessor square feet. The REAR suffix does not denote a second dwelling.",2026-07-24
residential_multicard_14194190270000,complete,single_detached_single_family_house,1,1,4456,https://www.countyoffice.org/w-school-st-chicago-il-property-records/,,TRUE,TRUE,"The exact property record reports one 4,456-square-foot single-family house. The completed new-construction permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_14194200130000,complete,single_detached_single_family_house,1,1,2660,https://www.redfin.com/IL/Chicago/1819-W-Roscoe-St-60657/home/13384359,,TRUE,TRUE,"The exact-PIN listing identifies one detached single-family residence, consistent with the completed permit and one-unit assessor card.",2026-07-24
residential_multicard_14194210260000,complete,single_detached_single_family_house,1,1,3459,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/w-school-st,,TRUE,TRUE,"The city permit is complete and explicitly describes one new single-family residence. The one-unit 3,459-square-foot assessor card is retained; no evidence indicates a multifamily building.",2026-07-24
residential_multicard_14194210280000,complete,single_detached_single_family_house,1,1,2760,https://www.buildzoom.com/contractor/doyle-construction-bridgeport,https://www.redfin.com/IL/Chicago/1822-W-School-St-60657/home/16881494,TRUE,TRUE,"The building record and exact-address contractor permit history identify one detached single-family house. The one-unit assessor card is retained.",2026-07-24
residential_multicard_14194230090000,complete,single_detached_single_family_house,1,1,3672,https://www.redfin.com/IL/Chicago/1739-W-Henderson-St-60657/home/18954168,https://yourlincolnparklife.com/wp-content/uploads/2022/02/JAN-LKVW-SFH-and-ATT.pdf,TRUE,TRUE,"The exact-address sales record classifies the property as a single-family home. The one-unit assessor card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14203230110000,complete,single_detached_single_family_house,1,1,3946,https://www.redfin.com/IL/Chicago/1243-W-Henderson-St-60657/home/23082901,https://www.realtor.com/realestateandhomes-detail/1243-W-Henderson-St_Chicago_IL_60657_M71064-41837,TRUE,TRUE,"Redfin and Realtor identify one single-family home at the exact address. The completed permit and one-unit card support exclusion from multifamily.",2026-07-24
residential_multicard_14291120400000,complete,single_detached_single_family_house,1,1,2966,https://www.countyoffice.org/property-record-1516-w-wellington-ave-chicago-il-60657-194/,,TRUE,TRUE,"The exact property record identifies one detached single-family residence. The completed permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_14293050230000,complete,single_detached_single_family_house,1,1,4024,https://www.countyoffice.org/n-magnolia-ave-chicago-il-property-records/,,TRUE,TRUE,"The street-level property record reports one 4,024-square-foot house at the exact address. The completed permit and one-unit card support exclusion from multifamily.",2026-07-24
residential_multicard_14294250170000,complete,garage_card_existing_historic_building,0,0,0,https://www.redfin.com/IL/Chicago/2426-N-Seminary-Ave-60614/home/13359452,https://www.chicagomag.com/real-estate/five-chicago-row-houses-for-sale/,TRUE,TRUE,"The exact property is an 1878 rowhouse. The city permit explicitly demolishes and replaces a detached garage; the 480-square-foot 2021 card is not a new residential dwelling and is suppressed.",2026-07-24
residential_multicard_14301050190000,complete,single_detached_single_family_house,1,1,2598,https://www.redfin.com/IL/Chicago/2111-W-Fletcher-St-60618/home/13359660,,TRUE,TRUE,"Redfin identifies one new-construction single-family house and reports the exact PIN, year, and 2,598 assessor square feet.",2026-07-24
residential_multicard_14302190280000,complete,single_detached_single_family_house,1,1,3107,https://www.redfin.com/IL/Chicago/1942-W-George-St-60657/home/13358598,,TRUE,TRUE,"Redfin reports one single-family residence at the exact PIN, built in 2019 with 3,107 assessor square feet, matching the retained card.",2026-07-24
residential_multicard_14304070520000,complete,single_detached_single_family_house,1,1,2673,https://www.zillow.com/homedetails/2510-N-Marshfield-Ave-Chicago-IL-60614/3732136_zpid/,,TRUE,TRUE,"Zillow identifies one fee-simple single-family residence built in 2015 and reports the exact PIN. The completed permit and one-unit assessor card support exclusion from multifamily.",2026-07-24
residential_multicard_14314200350000,complete,single_detached_single_family_house,1,1,2798,https://www.realtor.com/realestateandhomes-detail/1724-N-Hermitage-Ave_Chicago_IL_60622_M97434-30641,,TRUE,TRUE,"The exact city permit and current listing identify one new single-family house. Older aggregator descriptions refer to the demolished predecessor; the retained card reports the current 2,798-square-foot house.",2026-07-24
residential_multicard_14314270030000,complete,single_detached_single_family_house,1,1,1838,https://www.redfin.com/IL/Chicago/1821-W-Wabansia-Ave-60622/home/183843309,,TRUE,TRUE,"The exact-address listing and completed permit identify one fee-simple single-family residence. The one-unit card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14321120190000,complete,single_detached_single_family_house,1,1,3724,https://www.countyoffice.org/n-magnolia-ave-chicago-il-property-records/,,TRUE,TRUE,"The exact property record reports one 3,724-square-foot house built in 2011. The completed permit and one-unit card support exclusion from multifamily.",2026-07-24
residential_multicard_14322130300000,complete,single_detached_single_family_house,1,1,3524,https://www.countyoffice.org/property-record-2138-n-clifton-ave-chicago-il-60614-e6b/,https://www.zillow.com/homedetails/2138-N-Clifton-Ave-Chicago-IL-60614/87690445_zpid/,TRUE,TRUE,"Two exact-address sources identify one single-family house and report 3,524 square feet, matching the retained card.",2026-07-24
residential_multicard_14322140160000,complete,single_detached_single_family_house,1,1,3743,https://www.redfin.com/IL/Chicago/2127-N-Clifton-Ave-60614/home/18954030,,TRUE,TRUE,"The exact-address listing identifies one detached single-family residence. The one-unit assessor card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14322150120000,complete,single_detached_single_family_house,1,1,3728,https://www.countyoffice.org/n-seminary-ave-chicago-il-property-records/,,TRUE,TRUE,"The exact property record reports one 3,728-square-foot house built in 2014. The completed permit and one-unit card support exclusion from multifamily.",2026-07-24
residential_multicard_14322160210000,complete,single_detached_single_family_house,1,1,2986,https://www.redfin.com/IL/Chicago/2107-N-Kenmore-Ave-60614/home/13352000,,TRUE,TRUE,"Redfin identifies one fee-simple detached single-family residence and reports the exact PIN, year, and 2,986 assessor square feet.",2026-07-24
residential_multicard_14322190430000,complete,single_detached_single_family_house,1,1,3376,https://www.redfin.com/IL/Chicago/2100-N-Dayton-St-60614/home/17299914,,TRUE,TRUE,"The exact-address listing identifies one detached single-family residence. The one-unit assessor card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14322270050000,complete,single_detached_single_family_house,1,1,4266,https://www.redfin.com/IL/Chicago/2053-N-Fremont-St-60614/home/13352449,,TRUE,TRUE,"Redfin identifies one new fee-simple single-family residence and reports the exact PIN, year, and 4,266 assessor square feet.",2026-07-24
residential_multicard_14324080440000,complete,single_detached_single_family_house,1,1,3473,https://www.redfin.com/IL/Chicago/1928-N-Fremont-St-60614/unit-1F/home/13350479,,TRUE,TRUE,"Despite the unit-style address suffix, the exact property is a fee-simple single-family residence. The one-unit assessor card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14324090380000,complete,single_detached_single_family_house,1,1,3780,https://www.redfin.com/IL/Chicago/1952-N-Dayton-St-60614/home/13351414,,TRUE,TRUE,"The city permit explicitly describes one new single-family residence. The property includes a coach-house component, but the target project is one single-family dwelling rather than a conventional multifamily building.",2026-07-24
residential_multicard_14324090440000,complete,single_detached_single_family_house,1,1,941,https://www.realtor.com/realestateandhomes-detail/1938-N-Dayton-St_Chicago_IL_60614_M72385-40618,https://www.redfin.com/IL/Chicago/1938-N-Dayton-St-60614/home/13351413,TRUE,TRUE,"The city permit explicitly erects one new two-story single-family residence. Both external sources identify one small single-family house built in 2018, so the unusually small card is retained.",2026-07-24
residential_multicard_14324100060000,complete,single_detached_single_family_house,1,1,3802,https://www.zillow.com/homedetails/1961-N-Dayton-St-Chicago-IL-60614/2062846954_zpid/,,TRUE,TRUE,"Zillow identifies one single-family residence built in 2016. The unit-style address suffix is not evidence of a multifamily building; the one-unit assessor card is retained.",2026-07-24
residential_multicard_14324120460000,complete,single_detached_single_family_house,1,1,3916,https://www.redfin.com/IL/Chicago/1840-N-Fremont-St-60614/home/13350816,https://resources.atproperties.com/docs/brochures/T4EWiMDw4I4kZ3MeV7YLhKSQdPpaXgjBdYQiidXF.pdf,TRUE,TRUE,"The exact-address listing and marketing brochure identify one detached single-family residence. The one-unit assessor card is retained.",2026-07-24
residential_multicard_14324130160000,complete,single_detached_single_family_house,1,1,4716,https://www.redfin.com/IL/Chicago/1837-N-Fremont-St-60614/home/13350938,https://www.zillow.com/homedetails/1837-N-Fremont-St-Chicago-IL-60614/158608469_zpid/,TRUE,TRUE,"Redfin and Zillow identify one custom single-family residence. Redfin reports the exact PIN and 4,716 assessor square feet, matching the retained card.",2026-07-24
residential_multicard_14324220280000,complete,single_detached_single_family_house,1,1,4189,https://www.redfin.com/IL/Chicago/1700-N-Dayton-St-60614/home/13350762,,TRUE,TRUE,"The exact-address listing identifies one detached single-family residence. The one-unit assessor card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14333050180000,complete,single_detached_single_family_house,1,1,4446,https://www.countyoffice.org/property-record-1917-n-mohawk-st-chicago-il-60614-875/,,TRUE,TRUE,"The exact property record and completed permit identify one detached single-family residence. The one-unit card is retained and excluded from multifamily.",2026-07-24
residential_multicard_14333090340000,complete,single_detached_single_family_house,1,1,4537,https://www.redfin.com/IL/Chicago/1820-N-Cleveland-Ave-60614/home/13346374,,TRUE,TRUE,"The exact-address listing identifies one detached single-family residence. The completed permit and one-unit card support exclusion from multifamily.",2026-07-24
residential_multicard_14333310160000,complete,spurious_small_card_existing_historic_multifamily,0,0,0,https://www.redfin.com/IL/Chicago/1637-N-Hudson-Ave-60614/home/13346799,https://www.oldtowntriangle.com/wp-content/uploads/2024/07/OTT-Bldg-Catalog-July-11-2024.pdf,TRUE,TRUE,"The historic-building catalog dates the front and rear buildings to the 1870s. The 609-square-foot card labeled 2009 is not a new principal residential building and is suppressed.",2026-07-24
residential_multicard_16023180250000,complete,spurious_small_card_existing_historic_multifamily,0,0,0,https://www.redfin.com/IL/Chicago/952-N-Springfield-Ave-60651/home/13285260,https://www.zillow.com/homedetails/952-N-Springfield-Ave-Chicago-IL-60651/158676680_zpid/,TRUE,TRUE,"The exact property is an existing 1905 multifamily building of more than 2,200 square feet. The isolated 400-square-foot card labeled 2006 is not a new principal dwelling and is suppressed.",2026-07-24
residential_multicard_17042020190000,complete,single_detached_single_family_house,1,1,4493,https://www.redfin.com/IL/Chicago/1505-N-North-Park-Ave-60610/home/14117873,,TRUE,TRUE,"The exact PIN and city permit identify one new single-family residence delivered in 2021. Redfin reports the current one-unit use and 4,493 assessor square feet.",2026-07-24
